country_code,date,holiday_name
MZ,1993-05-01,International Workers' Day
NA,1993-05-01,Workers' Day
NG,1993-05-01,Workers' Day
NI,1993-05-01,Labor Day
NO,1993-05-01,Labor Day
PE,1993-05-01,Labor Day
PK,1993-05-01,Labor Day
PL,1993-05-01,National Day
PT,1993-05-01,Labor Day
PY,1993-05-01,Workers' Day
RO,1993-05-01,Labor Day
RS,1993-05-01,Labor Day
RU,1993-05-01,Holiday of Spring and Labor
SE,1993-05-01,May Day
SG,1993-05-01,Labor Day
SI,1993-05-01,Labor Day
SK,1993-05-01,Labor Day
SZ,1993-05-01,Worker's Day
TN,1993-05-01,Labor Day
UA,1993-05-01,International Workers' Solidarity Day
UY,1993-05-01,Workers' Day
VE,1993-05-01,International Worker's Day
VN,1993-05-01,International Labor Day
ZM,1993-05-01,Labour Day
ZW,1993-05-01,Workers' Day
BA,1993-05-02,International Labor Day
LT,1993-05-02,Mother's Day
RS,1993-05-02,Labor Day
RU,1993-05-02,Holiday of Spring and Labor
SE,1993-05-02,Sunday
SI,1993-05-02,Labor Day
UA,1993-05-02,International Workers' Solidarity Day
GB,1993-05-03,May Day
IM,1993-05-03,May Day
JP,1993-05-03,Constitution Day
PL,1993-05-03,National Day of the Third of May
RS,1993-05-03,Labor Day (observed)
RU,1993-05-03,Day off (substituted from 05/01/1993)
JP,1993-05-04,National Holiday
NA,1993-05-04,Cassinga Day
RU,1993-05-04,Day off (substituted from 05/02/1993)
ET,1993-05-05,Patriots' Day
JP,1993-05-05,Children's Day
KR,1993-05-05,Children's Day
BG,1993-05-06,Saint George's Day (Day of the Bulgarian Army)
ID,1993-05-06,Vesak Day
MY,1993-05-06,Vesak Day (estimated)
DK,1993-05-07,Great Prayer Day
CZ,1993-05-08,Day of liberation from Fascism
FR,1993-05-08,Victory Day
AZ,1993-05-09,Victory over Fascism Day
BY,1993-05-09,Victory Day
GE,1993-05-09,Day of Victory over Fascism
KZ,1993-05-09,Victory Day
LV,1993-05-09,Mother's Day
MD,1993-05-09,Victory Day and Commemoration of the heroes fallen for Independence of Fatherland
RU,1993-05-09,Victory Day
SE,1993-05-09,Sunday
UA,1993-05-09,Victory Day
UZ,1993-05-09,Victory Day
RU,1993-05-10,Day off (substituted from 05/09/1993)
GE,1993-05-12,Saint Andrew's Day
PY,1993-05-15,Independence Day
SE,1993-05-16,Sunday
NO,1993-05-17,Constitution Day
TR,1993-05-19,"Commemoration of Atatürk, Youth and Sports Day"
AT,1993-05-20,Ascension Day
AW,1993-05-20,Ascension Day
BE,1993-05-20,Ascension Day
BI,1993-05-20,Ascension Day
BW,1993-05-20,Ascension Day
CH,1993-05-20,Ascension Day
CW,1993-05-20,Ascension Day
DE,1993-05-20,Ascension Day
DK,1993-05-20,Ascension Day
FI,1993-05-20,Ascension Day
FR,1993-05-20,Ascension Day
ID,1993-05-20,Ascension Day
IS,1993-05-20,Ascension Day
LI,1993-05-20,Ascension Day
LU,1993-05-20,Ascension Day
MG,1993-05-20,Ascension Day
NA,1993-05-20,Ascension Day
NL,1993-05-20,Ascension Day
NO,1993-05-20,Ascension Day
SE,1993-05-20,Ascension Day
SZ,1993-05-20,Ascension Day
ZA,1993-05-20,Ascension Day
CL,1993-05-21,Navy Day
JM,1993-05-23,National Labour Day
SE,1993-05-23,Sunday
BG,1993-05-24,"Day of Slavonic Alphabet, Bulgarian Enlightenment and Culture"
CO,1993-05-24,Ascension Day (observed)
JM,1993-05-24,National Labour Day (observed)
MK,1993-05-24,Saints Cyril and Methodius Day
AR,1993-05-25,May Revolution Day
NA,1993-05-25,Africa Day
ZM,1993-05-25,Africa Freedom Day
ZW,1993-05-25,Africa Day
GE,1993-05-26,Independence Day
IL,1993-05-26,Shavuot
AM,1993-05-28,Republic Day
AZ,1993-05-28,Republic Day
ET,1993-05-28,Downfall of Dergue Regime Day
KR,1993-05-28,Buddha's Birthday
AE,1993-05-30,Arafat Day (estimated)
BE,1993-05-30,Whit Sunday
DJ,1993-05-30,Arafat Day (estimated)
DK,1993-05-30,Whit Sunday
EE,1993-05-30,Whit Sunday
EG,1993-05-30,Arafat Day (estimated)
FI,1993-05-30,Whit Sunday
HU,1993-05-30,Whit Sunday
IS,1993-05-30,Whit Sunday
LI,1993-05-30,Whit Sunday
MG,1993-05-30,Whit Sunday
NL,1993-05-30,Whit Sunday
NO,1993-05-30,Whit Sunday
PL,1993-05-30,Pentecost
SA,1993-05-30,Arafat Day (estimated)
SE,1993-05-30,Sunday; Whit Sunday
SI,1993-05-30,Whit Sunday
TN,1993-05-30,Arafat Day (estimated)
AE,1993-05-31,Eid al-Adha (estimated)
AT,1993-05-31,Whit Monday
AZ,1993-05-31,Eid al-Adha (estimated)
BA,1993-05-31,Eid al-Adha (estimated)
BE,1993-05-31,Whit Monday
BI,1993-05-31,Eid al Adha (estimated)
DE,1993-05-31,Whit Monday
DJ,1993-05-31,Eid al-Adha (estimated)
DK,1993-05-31,Whit Monday
EG,1993-05-31,Eid al-Adha (estimated)
ET,1993-05-31,Eid al-Adha (estimated)
FR,1993-05-31,Whit Monday
GB,1993-05-31,Spring Bank Holiday
HU,1993-05-31,Whit Monday
IM,1993-05-31,Spring Bank Holiday
IN,1993-05-31,Eid al-Adha (estimated)
IS,1993-05-31,Whit Monday
LI,1993-05-31,Whit Monday
LU,1993-05-31,Whit Monday
MA,1993-05-31,Eid al-Adha (estimated)
MG,1993-05-31,Whit Monday
MY,1993-05-31,Eid al-Adha (estimated)
NG,1993-05-31,Eid-el-Kabir (estimated)
NL,1993-05-31,Whit Monday
NO,1993-05-31,Whit Monday
PK,1993-05-31,Eid al-Adha (estimated)
SA,1993-05-31,Eid al-Adha Holiday (estimated)
SE,1993-05-31,Whit Monday
SG,1993-05-31,Eid al-Adha (estimated)
TN,1993-05-31,Eid al-Adha (estimated)
US,1993-05-31,Memorial Day
UZ,1993-05-31,Eid al-Adha (estimated)
ZA,1993-05-31,Republic Day
AE,1993-06-01,Eid al-Adha Holiday (estimated)
DJ,1993-06-01,Eid al-Adha Holiday (estimated)
EG,1993-06-01,Eid al-Adha Holiday (estimated)
ID,1993-06-01,Eid al-Adha
MA,1993-06-01,Eid al-Adha (estimated)
NG,1993-06-01,Eid-el-Kabir Holiday (estimated)
PK,1993-06-01,Eid al-Adha (estimated)
SA,1993-06-01,Eid al-Adha Holiday (estimated)
TN,1993-06-01,Eid al-Adha Holiday (estimated)
TR,1993-06-01,Eid al-Adha
AE,1993-06-02,Eid al-Adha Holiday (estimated)
EG,1993-06-02,Eid al-Adha Holiday (estimated)
IT,1993-06-02,Festa della Repubblica
PK,1993-06-02,Eid al-Adha (estimated)
SA,1993-06-02,Eid al-Adha Holiday (estimated)
TN,1993-06-02,Eid al-Adha Holiday (estimated)
TR,1993-06-02,Eid al-Adha
TR,1993-06-03,Eid al-Adha
IM,1993-06-04,TT Bank Holiday
SG,1993-06-04,Vesak Day (estimated)
TR,1993-06-04,Eid al-Adha
MY,1993-06-05,Birthday of HM Yang di-Pertuan Agong
KR,1993-06-06,Memorial Day
LT,1993-06-06,Father's Day
MG,1993-06-06,Mother's Day
RO,1993-06-06,Pentecost
SE,1993-06-06,Sunday
UA,1993-06-06,Holy Trinity Day
CY,1993-06-07,Whit Monday
GR,1993-06-07,Whit Monday
IE,1993-06-07,June Bank Holiday
MT,1993-06-07,Sette Giugno
NZ,1993-06-07,Queen's Birthday
RO,1993-06-07,Pentecost
JP,1993-06-09,The Crown Prince Marriage Ceremony
AT,1993-06-10,Corpus Christi
BO,1993-06-10,Corpus Christi
CL,1993-06-10,Corpus Christi
LI,1993-06-10,Corpus Christi
PL,1993-06-10,Corpus Christi
PT,1993-06-10,"Corpus Christi; Day of Portugal, Camões, and the Portuguese Communities"
PY,1993-06-12,Chaco Armistice Day
RU,1993-06-12,Day of the Adoption of the Declaration of Sovereignty of the Russian Federation
SE,1993-06-13,Sunday
AR,1993-06-14,"Day of Affirmation of Argentine Rights over the Malvinas, Islands and Antarctic Sector"
CO,1993-06-14,Corpus Christi (observed)
RU,1993-06-14,Day off (substituted from 06/12/1993)
IS,1993-06-17,National Day
AR,1993-06-20,Pass to the Immortality of General Don Manuel Belgrano
MG,1993-06-20,Father's Day
SE,1993-06-20,Sunday
AE,1993-06-21,Islamic New Year (estimated)
CO,1993-06-21,Sacred Heart (observed)
DJ,1993-06-21,Islamic New Year (estimated)
EG,1993-06-21,Islamic New Year (estimated)
ID,1993-06-21,Islamic New Year
MA,1993-06-21,Islamic New Year (estimated)
TN,1993-06-21,Islamic New Year (estimated)
HR,1993-06-22,Anti-Fascist Struggle Day
EE,1993-06-23,Victory Day
LU,1993-06-23,National Day
LV,1993-06-23,Midsummer Eve
EE,1993-06-24,Midsummer Day
HK,1993-06-24,Dragon Boat Festival
LV,1993-06-24,Midsummer Day
VE,1993-06-24,Battle of Carabobo
FI,1993-06-25,Midsummer Eve
MZ,1993-06-25,Independence Day
SE,1993-06-25,Midsummer Eve
SI,1993-06-25,Statehood Day
FI,1993-06-26,Midsummer Day
MG,1993-06-26,Independence Day
SE,1993-06-26,Midsummer Day
DJ,1993-06-27,Independence Day
SE,1993-06-27,Sunday
DJ,1993-06-28,Independence Day Holiday
CL,1993-06-29,Saint Peter and Saint Paul's Day
MT,1993-06-29,Feast of Saint Peter and Saint Paul
PE,1993-06-29,Saint Peter and Saint Paul's Day
PK,1993-06-29,Ashura (estimated)
IN,1993-06-30,Ashura (estimated)
PK,1993-06-30,Ashura (estimated)
BI,1993-07-01,Independence Day
BW,1993-07-01,Sir Seretse Khama Day
CA,1993-07-01,Canada Day
CW,1993-07-02,National Anthem and Flag Day
SE,1993-07-04,Sunday
US,1993-07-04,Independence Day
CO,1993-07-05,Saint Peter and Saint Paul's Day (observed)
CZ,1993-07-05,Saints Cyril and Methodius Day
IM,1993-07-05,Tynwald Day
SK,1993-07-05,Saints Cyril and Methodius Day
US,1993-07-05,Independence Day (observed)
VE,1993-07-05,Independence Day
ZM,1993-07-05,Heroes' Day
CZ,1993-07-06,Jan Hus Day
LT,1993-07-06,Statehood Day
ZM,1993-07-06,Unity Day
AR,1993-07-09,Independence Day
MA,1993-07-09,Youth Day
SE,1993-07-11,Sunday
FR,1993-07-14,National Day
KR,1993-07-17,Constitution Day
SE,1993-07-18,Sunday
UY,1993-07-18,Constitution Day
BW,1993-07-19,President's Day
NI,1993-07-19,Revolution Day
BW,1993-07-20,President's Day Holiday
CO,1993-07-20,Independence Day
BE,1993-07-21,National Day
SZ,1993-07-22,Birthday of Late King Sobhuza
EG,1993-07-23,July 23 Revolution Day
VE,1993-07-24,Birthday of Simon Bolivar
CU,1993-07-25,Commemoration of the Assault of the Moncada garrison
SE,1993-07-25,Sunday
TN,1993-07-25,Republic Day
CU,1993-07-26,Day of the National Rebellion
BY,1993-07-27,Independence Day of the Republic of Belarus (Day of the Republic)
CU,1993-07-27,Commemoration of the Assault of the Moncada garrison
PE,1993-07-28,Independence Day
PE,1993-07-29,Great Military Parade Day
CH,1993-08-01,National Day
SE,1993-08-01,Sunday
IE,1993-08-02,August Bank Holiday
IS,1993-08-02,Commerce Day
MK,1993-08-02,Republic Day
ZM,1993-08-02,Farmers' Day
HR,1993-08-05,Victory and Homeland Thanksgiving Day
BO,1993-08-06,Independence Day
JM,1993-08-06,Independence Day
CO,1993-08-07,Battle of Boyacá
SE,1993-08-08,Sunday
SG,1993-08-09,National Day
ZW,1993-08-09,Zimbabwe Heroes' Day
ZW,1993-08-10,Defense Forces Day
TN,1993-08-13,Women's Day
MA,1993-08-14,Oued Ed-Dahab Day
PK,1993-08-14,Independence Day
AT,1993-08-15,Assumption Day
BD,1993-08-15,National Mourning Day
BE,1993-08-15,Assumption Day
BI,1993-08-15,Assumption Day
CL,1993-08-15,Assumption Day
CY,1993-08-15,Assumption Day
ES,1993-08-15,Assumption Day
FR,1993-08-15,Assumption Day
GR,1993-08-15,Dormition of the Mother of God
HR,1993-08-15,Assumption Day
IN,1993-08-15,Independence Day
IT,1993-08-15,Assunzione della Vergine
KR,1993-08-15,Liberation Day
LI,1993-08-15,National Day
LT,1993-08-15,Assumption Day
LU,1993-08-15,Assumption Day
MG,1993-08-15,Assumption Day
MT,1993-08-15,Feast of the Assumption
PL,1993-08-15,Assumption Day
PT,1993-08-15,Assumption Day
PY,1993-08-15,Asuncion Foundation's Day
SE,1993-08-15,Sunday
SI,1993-08-15,Assumption Day
AR,1993-08-16,Pass to the Immortality of General Don José de San Martín
BI,1993-08-16,Assumption Day (observed)
CO,1993-08-16,Assumption Day (observed)
ID,1993-08-17,Independence Day
HU,1993-08-20,State Foundation Day
MA,1993-08-20,Revolution Day
SE,1993-08-22,Sunday
UA,1993-08-23,Day off (substituted from 08/21/1993)
UA,1993-08-24,Independence Day
UY,1993-08-25,Independence Day
NA,1993-08-26,Heroes' Day
MD,1993-08-27,Republic of Moldova Independence Day
GE,1993-08-28,Dormition of the Mother of God
AE,1993-08-29,Prophet's Birthday (estimated)
DJ,1993-08-29,Prophet Muhammad's Birthday (estimated)
EG,1993-08-29,Prophet's Birthday (estimated)
ET,1993-08-29,Prophet's Birthday (estimated)
IN,1993-08-29,Prophet's Birthday (estimated)
MA,1993-08-29,Prophet's Birthday (estimated)
MY,1993-08-29,Prophet Muhammad's Birthday (estimated)
NG,1993-08-29,Eid-el-Mawlid (estimated)
PK,1993-08-29,Prophet's Birthday (estimated)
SE,1993-08-29,Sunday
SK,1993-08-29,Slovak National Uprising Anniversary
TN,1993-08-29,Prophet's Birthday (estimated)
ID,1993-08-30,Prophet's Birthday
IM,1993-08-30,Late Summer Bank Holiday
MA,1993-08-30,Prophet's Birthday (estimated)
MY,1993-08-30,"Prophet Muhammad's Birthday (observed, estimated)"
PE,1993-08-30,Rose of Lima Day
TR,1993-08-30,Victory Day
MD,1993-08-31,National Language Day
MY,1993-08-31,National Day
SK,1993-09-01,Constitution Day
UZ,1993-09-01,Independence Day
VN,1993-09-02,National Day
SE,1993-09-05,Sunday
BG,1993-09-06,Unification Day
CA,1993-09-06,Labor Day
SZ,1993-09-06,Independence Day
US,1993-09-06,Labor Day
BR,1993-09-07,Independence Day
MZ,1993-09-07,Victory Day
LI,1993-09-08,Nativity of Mary
MK,1993-09-08,Independence Day
MT,1993-09-08,Feast of Our Lady of Victories
NA,1993-09-10,International Human Rights Day
CL,1993-09-11,Day of National Liberation
ET,1993-09-11,Ethiopian New Year
SE,1993-09-12,Sunday
NI,1993-09-14,Battle of San Jacinto Day
HN,1993-09-15,Independence Day
JP,1993-09-15,Respect for the Aged Day
NI,1993-09-15,Independence Day
SK,1993-09-15,Day of Our Lady of the Seven Sorrows
IL,1993-09-16,Rosh Hashanah
MX,1993-09-16,Independence Day
AO,1993-09-17,National Heroes' Day
IL,1993-09-17,Rosh Hashanah
CL,1993-09-18,Independence Day
CL,1993-09-19,Army Day
SE,1993-09-19,Sunday
AM,1993-09-21,Independence Day
MT,1993-09-21,Independence Day
BG,1993-09-22,Independence Day
JP,1993-09-23,Autumnal Equinox
IL,1993-09-25,Yom Kippur
MZ,1993-09-25,Armed Forces Day
SE,1993-09-26,Sunday
ET,1993-09-27,Finding of True Cross
KR,1993-09-29,The day preceding Chuseok
BW,1993-09-30,Botswana Day
IL,1993-09-30,Sukkot
KR,1993-09-30,Chuseok
BW,1993-10-01,Botswana Day Holiday
CN,1993-10-01,National Day
CY,1993-10-01,Cyprus Independence Day
HK,1993-10-01,The Day following Mid-Autumn Festival
KR,1993-10-01,The second day of Chuseok
NG,1993-10-01,Independence Day
CN,1993-10-02,National Day
IN,1993-10-02,Gandhi Jayanti
DE,1993-10-03,German Unity Day
HN,1993-10-03,Morazan's Day
KR,1993-10-03,National Foundation Day
SE,1993-10-03,Sunday
MZ,1993-10-04,Peace and Reconciliation Day
PT,1993-10-05,Republic Day
EG,1993-10-06,Armed Forces Day
IL,1993-10-07,Simchat Torah / Shemini Atzeret
PE,1993-10-08,Battle of Angamos Day
AZ,1993-10-09,Armed Forces Day
CU,1993-10-10,Independence Day
JP,1993-10-10,Physical Education Day
KE,1993-10-10,Moi Day
SE,1993-10-10,Sunday
ZA,1993-10-10,Kruger Day
AR,1993-10-11,Columbus Day
CU,1993-10-11,Independence Day (observed)
JP,1993-10-11,Substitute Holiday
KE,1993-10-11,Moi Day (observed)
MK,1993-10-11,Day of Macedonian Uprising in 1941
US,1993-10-11,Columbus Day
BR,1993-10-12,Our Lady of Aparecida
CL,1993-10-12,Columbus Day
ES,1993-10-12,National Day
HN,1993-10-12,Columbus Day
VE,1993-10-12,Columbus Day
BI,1993-10-13,Prince Louis Rwagasore Day
GE,1993-10-14,"Holiday of Svetitskhovloba, Robe of Jesus"
TN,1993-10-15,Evacuation Day
SE,1993-10-17,Sunday
AZ,1993-10-18,Independence Day
CO,1993-10-18,Columbus Day (observed)
JM,1993-10-18,National Heroes Day
KE,1993-10-20,Kenyatta Day
HN,1993-10-21,Army Day
HK,1993-10-23,Double Ninth Festival
HU,1993-10-23,National Day
MK,1993-10-23,Day of the Macedonian Revolutionary Struggle
SE,1993-10-24,Sunday
ZM,1993-10-24,Independence Day
IE,1993-10-25,October Bank Holiday
NZ,1993-10-25,Labour Day
ZM,1993-10-25,Independence Day (observed)
AT,1993-10-26,National Day
CY,1993-10-28,Greek National Day
CZ,1993-10-28,Independent Czechoslovak State Day
GR,1993-10-28,Ochi Day
TR,1993-10-29,Republic Day
SE,1993-10-31,Sunday
SI,1993-10-31,Reformation Day
AT,1993-11-01,All Saints' Day
BE,1993-11-01,All Saints' Day
BI,1993-11-01,All Saints' Day
CL,1993-11-01,All Saints' Day
CO,1993-11-01,All Saints' Day
ES,1993-11-01,All Saints' Day
FR,1993-11-01,All Saints' Day
HR,1993-11-01,All Saints' Day
IT,1993-11-01,Tutti i Santi
LI,1993-11-01,All Saints' Day
LT,1993-11-01,All Saints' Day
LU,1993-11-01,All Saints' Day
MG,1993-11-01,All Saints' Day
PE,1993-11-01,All Saints' Day
PL,1993-11-01,All Saints' Day
PT,1993-11-01,All Saints' Day
SI,1993-11-01,Day of Remembrance for the Dead
SK,1993-11-01,All Saints' Day
AO,1993-11-02,All Souls' Day
BO,1993-11-02,All Souls' Day
BR,1993-11-02,All Souls' Day
BY,1993-11-02,Dzyady (All Souls' Day)
JP,1993-11-03,Culture Day
FI,1993-11-06,All Saints' Day
MA,1993-11-06,Green March
SE,1993-11-06,All Saints' Day
RU,1993-11-07,Anniversary of the Great October Socialist Revolution
SE,1993-11-07,Sunday
UA,1993-11-07,Anniversary of the Great October Socialist Revolution
RU,1993-11-08,Day off (substituted from 11/07/1993)
UA,1993-11-08,Anniversary of the Great October Socialist Revolution
PK,1993-11-09,Iqbal Day
AO,1993-11-11,Independence Day
BE,1993-11-11,Armistice Day
FR,1993-11-11,Armistice Day
PL,1993-11-11,National Independence Day
RS,1993-11-11,Armistice Day
US,1993-11-11,Veterans Day
SG,1993-11-12,Deepavali
SE,1993-11-14,Sunday
BR,1993-11-15,Republic Proclamation Day
CO,1993-11-15,Independence of Cartagena (observed)
CZ,1993-11-17,Struggle for Freedom and Democracy Day
DE,1993-11-17,Repentance and Prayer Day
LV,1993-11-18,Republic of Latvia Proclamation Day
MA,1993-11-18,Independence Day
MX,1993-11-20,Revolution Day
SE,1993-11-21,Sunday
GE,1993-11-23,Saint George's Day
JP,1993-11-23,Labor Thanksgiving Day
US,1993-11-25,Thanksgiving Day
SE,1993-11-28,Sunday
PT,1993-12-01,Restoration of Independence Day
RO,1993-12-01,National Day
AE,1993-12-02,National Day
AE,1993-12-03,National Day
SE,1993-12-05,Sunday
ES,1993-12-06,Constitution Day
FI,1993-12-06,Independence Day
AT,1993-12-08,Immaculate Conception
CL,1993-12-08,Immaculate Conception
CO,1993-12-08,Immaculate Conception
ES,1993-12-08,Immaculate Conception
IT,1993-12-08,Immacolata Concezione
LI,1993-12-08,Immaculate Conception
MK,1993-12-08,Saint Clement of Ohrid Day
MT,1993-12-08,Feast of the Immaculate Conception
NI,1993-12-08,Immaculate Conception
PE,1993-12-08,Immaculate Conception
PT,1993-12-08,Immaculate Conception
PY,1993-12-08,Caacupe Virgin Day
UZ,1993-12-08,Constitution Day
KE,1993-12-12,Independence Day
SE,1993-12-12,Sunday
KE,1993-12-13,Independence Day (observed)
MT,1993-12-13,Republic Day
BD,1993-12-16,Victory Day
KZ,1993-12-16,Independence Day
ZA,1993-12-16,Day of the Vow
SE,1993-12-19,Sunday
ZW,1993-12-22,Unity Day
JP,1993-12-23,Emperor's Birthday
BG,1993-12-24,Christmas Eve
CZ,1993-12-24,Christmas Eve
FI,1993-12-24,Christmas Eve
LT,1993-12-24,Christmas Eve
SE,1993-12-24,Christmas Eve
SK,1993-12-24,Christmas Eve
US,1993-12-24,Christmas Day (observed)
VE,1993-12-24,Christmas Eve
AO,1993-12-25,Family Day
AR,1993-12-25,Christmas Day
AT,1993-12-25,Christmas Day
AU,1993-12-25,Christmas Day
AW,1993-12-25,Christmas Day
BA,1993-12-25,Catholic Christmas Day
BE,1993-12-25,Christmas Day
BG,1993-12-25,Christmas Day
BI,1993-12-25,Christmas Day
BO,1993-12-25,Christmas Day
BR,1993-12-25,Christmas Day
BW,1993-12-25,Christmas Day
BY,1993-12-25,Catholic Christmas Day
CA,1993-12-25,Christmas Day
CH,1993-12-25,Christmas Day
CL,1993-12-25,Christmas Day
CO,1993-12-25,Christmas Day
CW,1993-12-25,Christmas Day
CY,1993-12-25,Christmas Day
CZ,1993-12-25,Christmas Day
DE,1993-12-25,Christmas Day
DJ,1993-12-25,Christmas Day
DK,1993-12-25,Christmas Day
EE,1993-12-25,Christmas Day
ES,1993-12-25,Christmas Day
FI,1993-12-25,Christmas Day
FR,1993-12-25,Christmas Day
GB,1993-12-25,Christmas Day
GR,1993-12-25,Christmas Day
HK,1993-12-25,Christmas Day
HN,1993-12-25,Christmas Day
HR,1993-12-25,Christmas Day
HU,1993-12-25,Christmas Day
ID,1993-12-25,Christmas Day
IE,1993-12-25,Christmas Day
IM,1993-12-25,Christmas Day
IN,1993-12-25,Christmas
IS,1993-12-25,Christmas Day
IT,1993-12-25,Natale
JM,1993-12-25,Christmas Day
KE,1993-12-25,Christmas Day
KR,1993-12-25,Christmas Day
LI,1993-12-25,Christmas Day
LT,1993-12-25,Christmas Day
LU,1993-12-25,Christmas Day
LV,1993-12-25,Christmas Day
MG,1993-12-25,Christmas Day
MT,1993-12-25,Christmas Day
MX,1993-12-25,Christmas Day
MY,1993-12-25,Christmas Day
MZ,1993-12-25,Family Day
NA,1993-12-25,Christmas Day
NG,1993-12-25,Christmas Day
NI,1993-12-25,Christmas Day
NL,1993-12-25,Christmas Day
NO,1993-12-25,Christmas Day
NZ,1993-12-25,Christmas Day
PE,1993-12-25,Christmas Day
PK,1993-12-25,Quaid-e-Azam Day
PL,1993-12-25,Christmas Day
PT,1993-12-25,Christmas Day
PY,1993-12-25,Christmas Day
RO,1993-12-25,Christmas Day
SE,1993-12-25,Christmas Day
SG,1993-12-25,Christmas Day
SI,1993-12-25,Christmas Day
SK,1993-12-25,Christmas Day
SZ,1993-12-25,Christmas Day
US,1993-12-25,Christmas Day
UY,1993-12-25,Day of the Family
VE,1993-12-25,Christmas Day
ZA,1993-12-25,Christmas Day
ZM,1993-12-25,Christmas Day
ZW,1993-12-25,Christmas Day
AT,1993-12-26,Saint Stephen's Day
AU,1993-12-26,Boxing Day
AW,1993-12-26,Second Day of Christmas
BG,1993-12-26,Christmas Day
BW,1993-12-26,Boxing Day
CW,1993-12-26,Second Day of Christmas
CY,1993-12-26,Day After Christmas
CZ,1993-12-26,Second Day of Christmas
DE,1993-12-26,Second Day of Christmas
DK,1993-12-26,Second Day of Christmas
EE,1993-12-26,Second Day of Christmas
FI,1993-12-26,Second Day of Christmas
GB,1993-12-26,Boxing Day
GR,1993-12-26,Glorifying Mother of God
HR,1993-12-26,Saint Stephen's Day
HU,1993-12-26,Second Day of Christmas
IE,1993-12-26,Saint Stephen's Day
IM,1993-12-26,Boxing Day
IS,1993-12-26,Second Day of Christmas
IT,1993-12-26,Santo Stefano
JM,1993-12-26,Boxing Day
KE,1993-12-26,Boxing Day
LI,1993-12-26,Saint Stephen's Day
LT,1993-12-26,Second Day of Christmas
LU,1993-12-26,Saint Stephen's Day
LV,1993-12-26,Second Day of Christmas
NA,1993-12-26,Family Day
NG,1993-12-26,Boxing Day
NL,1993-12-26,Second Day of Christmas
NO,1993-12-26,Second Day of Christmas
NZ,1993-12-26,Boxing Day
PL,1993-12-26,Second Day of Christmas
RO,1993-12-26,Christmas Day
SE,1993-12-26,Second Day of Christmas; Sunday
SI,1993-12-26,Independence Day
SK,1993-12-26,Second Day of Christmas
SZ,1993-12-26,Boxing Day
ZA,1993-12-26,Day of Goodwill
ZW,1993-12-26,Boxing Day
CA,1993-12-27,Christmas Day (observed)
GB,1993-12-27,Christmas Day (observed)
IM,1993-12-27,Christmas Day (observed)
JM,1993-12-27,Boxing Day (observed)
KE,1993-12-27,Boxing Day (observed)
NA,1993-12-27,Family Day (observed)
NZ,1993-12-27,Christmas Day (observed)
ZW,1993-12-27,Boxing Day (observed)
GB,1993-12-28,Boxing Day (observed)
IM,1993-12-28,Boxing Day (observed)
NZ,1993-12-28,Boxing Day (observed)
AM,1993-12-31,New Year's Eve
AZ,1993-12-31,International Azerbaijanis Solidarity Day
LV,1993-12-31,New Year's Eve
SE,1993-12-31,New Year's Eve
US,1993-12-31,New Year's Day (observed)
VE,1993-12-31,New Year's Eve
AE,1994-01-01,New Year's Day
AM,1994-01-01,New Year's Day
AO,1994-01-01,New Year's Day
AR,1994-01-01,New Year's Day
AT,1994-01-01,New Year's Day
AU,1994-01-01,New Year's Day
AW,1994-01-01,New Year's Day
AZ,1994-01-01,New Year's Day
BA,1994-01-01,New Year's Day
BE,1994-01-01,New Year's Day
BG,1994-01-01,New Year's Day
BI,1994-01-01,New Year's Day
BO,1994-01-01,New Year's Day
BR,1994-01-01,Universal Fraternization Day
BW,1994-01-01,New Year's Day
BY,1994-01-01,New Year's Day
CA,1994-01-01,New Year's Day
CH,1994-01-01,New Year's Day
CL,1994-01-01,New Year's Day
CN,1994-01-01,New Year's Day
CO,1994-01-01,New Year's Day
CU,1994-01-01,Liberation Day
CW,1994-01-01,New Year's Day
CY,1994-01-01,New Year's Day
CZ,1994-01-01,New Year's Day
DE,1994-01-01,New Year's Day
DJ,1994-01-01,New Year's Day
DK,1994-01-01,New Year's Day
EE,1994-01-01,New Year's Day
EG,1994-01-01,New Year's Day
ES,1994-01-01,New Year's Day
FI,1994-01-01,New Year's Day
FR,1994-01-01,New Year's Day
GB,1994-01-01,New Year's Day
GE,1994-01-01,New Year's Day
GR,1994-01-01,New Year's Day
HK,1994-01-01,New Year's Day
HN,1994-01-01,New Year's Day
HR,1994-01-01,New Year's Day
HU,1994-01-01,New Year's Day
ID,1994-01-01,New Year's Day
IE,1994-01-01,New Year's Day
IM,1994-01-01,New Year's Day
IS,1994-01-01,New Year's Day
IT,1994-01-01,Capodanno
JM,1994-01-01,New Year's Day
JP,1994-01-01,New Year's Day
KE,1994-01-01,New Year's Day
KR,1994-01-01,New Year's Day
KZ,1994-01-01,New Year's Day
LI,1994-01-01,New Year's Day
LT,1994-01-01,New Year's Day
LU,1994-01-01,New Year's Day
LV,1994-01-01,New Year's Day
MA,1994-01-01,New Year's Day
MD,1994-01-01,New Year's Day
MG,1994-01-01,New Year's Day
MK,1994-01-01,New Year's Day
MT,1994-01-01,New Year's Day
MX,1994-01-01,New Year's Day
MZ,1994-01-01,International Fraternalism Day
NA,1994-01-01,New Year's Day
NG,1994-01-01,New Year's Day
NI,1994-01-01,New Year's Day
NL,1994-01-01,New Year's Day
